name,id,boe-occ-no,date-occ-issued,purpose,first-year-qualified
Hesperian Health Guides ,441276,14424,9/25/14,Charitable ,13-Dec
HFL Garden Villa Homes ,1757798,6023,12/11/03,Charitable ,Unavl
HFL Harbor Gateway Homes ,1756904,15492,12/11/03,Charitable ,Unavl
HFL Palms Court ,1793866,14951,12/11/03,Charitable ,Unavl
HFL Van Nuys Apartments ,2507997,18887,4/26/06,Charitable ,5-Apr
HFL Vanowen Apartments ,2858221,20726,10/7/08,Charitable ,8-Jul
"HGA, Inc. ",1682607,6024,12/11/03,Charitable ,Unavl
Hi Hopes - Identity Discovery Foundation ,907827,6025,12/11/03,Charitable ,Unavl
Hi-Care Medical Center ,2809121,20795,12/18/08,Charitable ,9-Aug
Hidden Harvest Corporation ,2020761,15215,3/19/10,Charitable ,9-Aug
Hidden Treasures ,UNKNOWN ,22232,11/17/10,Charitable ,10-Sep
Hidden Valley Community Church of the Assemblies of God ,2161563,6030,12/11/03,Religious ,Unavl
"Hidden Valley Music Seminars, An Institute of the Arts ",450394,6031,12/11/03,Charitable ,Unavl
Hidden Valley Zen Center ,553872,6032,12/11/03,Religious ,Unavl
Hidden with Christ Ministries ,2264457,15960,12/11/03,Religious ,Unavl
Hi-Desert Mental Health Center ,669647,6026,9/15/04,Charitable ,3-Feb
"Hi-Desert Nature Museum Association, Inc. ",845940,6044,12/11/03,Charitable ,Unavl
"Hi-Desert Playhouse Guild, Inc. ",523661,6027,12/11/03,Charitable ,Unavl
"Higgins Lions Community Association, Inc. ",1277890,6033,12/11/03,Charitable ,Unavl
"High Adventure Ministries, Inc. ",668532,6034,12/11/03,Religious ,Unavl
"High Country Sports Arena, Inc. ",2249999,20752,8/14/13,Charitable ,2-Jan
"High Desert Alano, Inc. ",678208,6035,12/11/03,Charitable ,Unavl
High Desert Apostolic Church ,1485255,6036,12/11/03,Religious ,Unavl
"High Desert Fellowship, Inc. ",777927,6041,12/11/03,Charitable ,Unavl
"High Desert Habitat For Humanity, Inc. ",1931595,20430,4/23/08,Charitable ,5-Apr
High Desert Homeless Services ,1684033,6043,12/11/03,Charitable ,Unavl
High Desert New Beginnings ,2600824,22660,5/2/11,Charitable ,12-Nov
High Hopes Children's Center ,2122746,15272,12/11/03,Charitable ,Unavl
"High Hopes, Neurological Recovery Group, Inc. ",758367,6047,12/11/03,Charitable ,Unavl
High Point Academy ,666827,6048,12/11/03,Charitable ,Unavl
High Priority Charitable Trust ,TRUST ,6049,12/11/03,Charitable ,Unavl
"High Road Program, The ",771579,6050,12/11/03,Charitable ,Unavl
High Sierra Animal Rescue ,2177679,15032,5/26/15,Charitable ,12-Nov
"High Street Presbyterian Church, The ",50642,6051,12/11/03,Charitable ,Unavl
High Tech High ,2160862,22371,5/5/11,Charitable ,11-Oct
Highgrove United Methodist Church ,21466,22205,5/2/11,Religious ,6-May
"Highland Ave. Baptist Church of National City, California ",194144,15019,12/11/03,Religious ,Unavl
"Highland District Council on Aging, Inc. ",917597,6053,12/11/03,Charitable ,Unavl
"Highland Hall, Inc. ",305811,6054,12/11/03,Charitable ,Unavl
Highland Park Lutheran Church ,112200,6055,12/11/03,Religious ,Unavl
"Highlander Pointe, LLC ",2.01018E+11,22382,1/27/11,Charitable ,12-Nov
"Highlands Mutual Housing Association, LLC ",2.00805E+11,22872,11/10/11,Charitable ,10-Sep
"Highlands Mutual Housing Corporation, Inc. ",3227702,23591,6/17/13,Charitable ,13-14
Highlands Pre-School ,308635,6056,12/11/03,Charitable ,Unavl
Highlands Senior Citizens Group Jacumba ,716791,6057,12/11/03,Charitable ,Unavl
Highlands Senior Service Center ,1123501,6058,12/11/03,Charitable ,Unavl
Highway 168 Fire Safe Counsel ,2373674,19031,5/12/06,Charitable ,4-Mar
Highway Bible Church ,326883,21815,10/4/10,Religious ,11-Oct
Hilarita-Tiburon Ecumenical Association ,1895309,6059,12/11/03,Charitable ,Unavl
"Hill An' Dale Family Learning Center, Inc. ",938279,6060,12/11/03,Charitable ,Unavl
Hill Country Community Clinic ,1115626,6061,12/11/03,Charitable ,Unavl
"Hill RHF Housing, LLC ",2.00805E+11,21317,12/1/09,Charitable ,10-Sep
"Hillbarn Theatre, inc. ",499505,6062,12/11/03,Charitable ,Unavl
Hillbrook Schools ,199794,6063,12/11/03,Charitable ,Unavl
Hillcrest Academy ,1051955,6068,12/11/03,Charitable ,Unavl
Hillcrest Christian Center of Thousand Oaks ,386541,19046,6/7/06,Religious ,6-May
Hillcrest Christian School ,1775819,6065,12/11/03,Religious ,Unavl
"Hillcrest Community Services, Inc. ",1647712,21276,6/3/09,Charitable ,10-Sep
"Hillcrest Drive, LLC ",2.01007E+11,22856,9/15/11,Charitable ,12-Nov
Hillcrest Housing Foundation ,1305548,6066,12/11/03,Charitable ,Unavl
Hillcrest Montessori School ,1492358,6067,12/11/03,Charitable ,Unavl
Hillcrest Senior Housing Corporation ,2748317,20329,3/6/08,Charitable ,8-Jul
Hillel 818 ,3493139,24322,4/3/15,Charitable ,13-14
Hillel at Davis and Sacramento ,2419836,18776,3/23/06,Religious ,6-May
Hillel at UCLA ,3476595,23760,5/7/13,Charitable ,13-14
"Hillel at UCLA Real Estate, LLC ",2.01222E+11,23940,3/10/15,Charitable ,13-14
Hillel Hebrew Academy ,250164,6069,12/11/03,Religious ,Unavl
Hillel of San Diego ,1808924,6070,12/11/03,Religious ,Unavl
"Hillel of Silicon Valley, Inc. ",2329073,18603,3/13/06,Charitable ,3-Feb
Hillel of Sonoma County ,2668602,21116,1/4/11,Charitable ,8-Jul
Hillel Plummer Street Real Estate LLC ,2.01234E+11,24303,7/28/15,Charitable ,13-14
Hiller Aviation Institute ,1921377,18391,8/8/05,Charitable ,6-May
Hillsdale United Methodist Church ,249527,6072,12/11/03,Religious ,Unavl
"Hillside Community Church, Inc. ",988183,6073,12/11/03,Religious ,Unavl
Hillside House ,198653,6076,12/11/03,Charitable ,Unavl
Hillside School and Learning Center ,675976,6074,12/11/03,Charitable ,Unavl
Hillside Tabernacle Church of God in Christ ,1928573,18749,1/25/06,Religious ,2-Jan
Hillsides ,75100,2819,11/22/04,Charitable ,00-01
Hillsman Drug and Alcohol Center ,1259463,6077,12/11/03,Charitable ,Unavl
"Hilltop Manor, Inc. ",553660,6078,12/11/03,Charitable ,Unavl
Hilltop Nursery School of Costa Mesa ,344655,6079,12/11/03,Charitable ,Unavl
"Hilltop Nursery School, Inc. ",252153,21313,6/2/09,Charitable ,6-May
"Hilltop Renewal Center, Inc. ",1793313,6080,12/11/03,Religious ,Unavl
Hilltop Summit LLC ,2.00803E+11,20869,11/12/08,Charitable ,10-Sep
Hillview Acres ,134457,6081,12/11/03,Charitable ,Unavl
Hillview Baptist Church of Oakland ,344983,6084,12/11/03,Religious ,Unavl
"Hillview Mental Health Center, Inc. ",1307914,6085,12/11/03,Charitable ,Unavl
Hinds Hospice ,1277346,6087,12/11/03,Charitable ,Unavl
"Hindu Community and Cultural Center, The ",821589,18536,2/5/13,Religious ,3-Feb
Hiouchi Community Fellowship ,3613811,25064,7/17/15,Religious ,14-15
HIP Housing Development Corporation ,1817409,6274,12/11/03,Charitable ,Unavl
"Hip-Edgewater Isle, Inc. ",2058890,6088,12/11/03,Charitable ,Unavl
His Church International Ministries ,1553577,14677,12/11/03,Religious ,Unavl
"His Light on the Hill Assembly of God, Sun City ",1674868,6092,12/11/03,Charitable ,Unavl
His R.A.F.T. ,1275018,20003,3/12/09,Religious ,7-Jun
"His Sheltering Arms, Inc. ",764351,6093,12/11/03,Charitable ,Unavl
Hischannel Ministries ,3284983,25025,4/10/15,Religious ,12-Nov
Hispanas Oganized for Political Equality  California ,2097877,22715,6/24/11,Charitable ,10-Sep
"Hispanic Foundation of Silicon Valley, The ",2106414,22578,8/9/11,Charitable ,11-Oct
Hispanic Scholarship Fund ,777806,15796,12/11/03,Charitable ,Unavl
Hispanic Urban Center ,627056,6097,12/11/03,Charitable ,Unavl
Hispanics in Philanthropy ,1024125,6096,9/14/04,Charitable ,5-Apr
"Historic Mount St. Mary's Preservation Committee, The ",639287,6099,12/11/03,Charitable ,Unavl
"Historic Trust, The ",1914441,18235,10/5/05,Charitable ,5-Apr
Historical Society of Temple City ,2691513,19622,6/16/09,Charitable ,7-Jun
"Historical Society of the Upper Mojave Desert, The ",1932812,21641,1/9/15,Charitable ,8-Jul
"HIV Education and Prevention Project of Alameda, The ",1912675,17611,11/30/04,Charitable ,4-Mar
"Hmong Congregation of Jehovah's Witnesses, Sacramento, California, Inc. ",3441128,24023,12/31/13,Religious ,13-14
"Hmong International New Year Foundation, Incorporated ",1937447,6102,12/11/03,Charitable ,Unavl
"Hmong Language Institute, The ",1649526,6103,12/11/03,Charitable ,Unavl
Hmong Women's Heritage Association ,1916743,19383,5/23/07,Charitable ,7-Jun
Hoag Memorial Hospital Presbyterian ,194920,6105,12/11/03,Hospital ,Unavl
"HOC Associates, Inc. ",2628854,21016,6/3/09,Religious ,9-Aug
HoChi Institute ,1715809,24508,6/25/14,Charitable ,14-15
"Hoffmann Hospice of the Valley, Inc. ",1912763,18108,4/5/06,Charitable ,6-May
"Hogan Family Foundation Inc., The ",FOREIGN ,14685,12/11/03,Charitable ,Unavl
Hokka Nichi Bei Kai ,827026,8893,3/20/06,Charitable ,2-Jan
Holiday Humane Society ,478453,6106,12/11/03,Charitable ,Unavl
Holistic Cultivation Center - LA ,2524694,25139,11/6/15,Charitable ,16-17
Hollenbeck Palms ,9791129,6107,3/14/06,Charitable ,7-Jun
"Hollister Japanese Temple Garden, Inc. ",2743131,20050,8/16/07,Religious ,7-Jun
Holliston United Methodist Church ,40845,6110,6/12/06,Religious ,7-Jun
"Hollyview RHF Housing, Inc. ",2221672,18677,8/26/08,Charitable ,4-Mar
Hollywood Beautification Team ,1807338,17375,4/5/05,Charitable ,4-Mar
Hollywood Community Housing Corporation ,1455347,6112,12/11/03,Charitable ,Unavl
Hollywood Education & Literacy Project ,1793788,22664,5/9/11,Charitable ,10-Sep
Hollywood Entertainment Museum ,1288652,6114,12/11/03,Charitable ,Unavl
Hollywood Housing 811-97 ,2087616,17392,8/24/04,Charitable ,3-Feb
Hollywood Japanese Cultural Institute ,495770,6116,12/11/03,Charitable ,Unavl
Hollywood Parkview Apartments Housing Corporation ,1785868,21096,3/4/09,Charitable ,5-Apr
Hollywood Police Activities League ,1782684,22780,8/16/11,Charitable ,12-Nov
"Hollywood Prayer Network, Inc. ",3207819,22628,5/29/12,Religious ,11-Oct
"Hollywood Schoolhouse, Inc. ",2149427,15722,12/11/03,Charitable ,Unavl
Hollywood United Methodist Church ,58300,4986,5/12/15,Religious ,10-Sep
Hollywood Urban Projects ,1667672,20558,7/22/08,Charitable ,8-Jul
Hollywood West Tenant Action Committee ,1755722,6121,12/11/03,Charitable ,Unavl
Holocaust Center of Northern California ,913870,6123,9/1/04,Charitable ,3-Feb
"Holocaust Education Center in the Desert, Inc. ",2881310,21231,,Charitable,
"Holy Angels Byzantine Catholic Church, San Diego ",3684971,25729,1/19/16,Religious ,15-16
"Holy Angels, San Diego Charitable Trust ",TRUST ,25733,1/19/16,Religious ,15-16
Holy Apostolic Catholic Assyrian Church of the East-Diocese of the Western United States ,1548495,6125,12/11/03,Religious ,Unavl
Holy Assumption Monastery ,191902,21366,12/1/09,Religious ,7-Jun
"Holy Cross Lutheran Church of Los Gatos, California ",372759,6127,12/11/03,Religious ,Unavl
Holy Cross Orthodox Monastery ,897139,6129,12/11/03,Religious ,Unavl
"Holy Eastern Catholic Orthodox Church of the Coptic, Syriac, and Syro-",,,,,
"Chaldean Rites, The ",555637,15459,12/11/03,Religious ,Unavl
Holy Family Cathedral ,ASSOCIATION ,23669,2/5/13,Religious ,13-14
Holy Family Church ,ASSOCIATION ,23670,2/5/13,Religious ,13-14
Holy Family Day Homes of San Francisco ,668687,6130,12/11/03,Charitable ,Unavl
Holy Family Services Counseling and Adoption ,236476,6131,12/11/03,Charitable ,Unavl
Holy Ghost Service Center ,2969171,20233,2/27/08,Religious ,9-Aug
Holy Martyrs Armenian Apostolic Church of America ,406869,6134,12/11/03,Religious ,Unavl
"Holy Name of Jesus Catholic Community, Inc., The ",2883173,19491,3/5/07,Religious ,8-Jul
Holy Names High School ,631570,6135,12/11/03,Religious ,Unavl
Holy People Presbyterian Church ,2733887,21471,9/21/09,Religious ,10-Sep
Holy Redeemer Center ,2267892,15137,12/11/03,Religious ,Unavl
"Holy Redeemer Lutheran Church Inc, of Bellflower, California ",189139,24707,1/9/15,Religious ,13-14
Holy Resurrection Community ,1954118,6138,12/11/03,Religious ,Unavl
"Holy Shepherd Evangelical Lutheran Church Of Chatsworth, California ",373766,20406,7/12/10,Religious ,7-Jun
Holy Spirit Association for the Unification of World Christianity ,420371,14584,12/16/03,Religious ,2-Jan
Holy Spirit Church ,ASSOCIATION ,23671,2/5/13,Religious ,13-14
Holy Trinity Church ,ASSOCIATION ,23672,2/5/13,Religious ,13-14
Holy Trinity Lutheran Church of Fremont ,413231,6141,12/11/03,Religious ,Unavl
Holy Trinity Protestant Episcopal Church of Ukiah ,260573,6142,12/11/03,Religious ,Unavl
"Holy Trinity Protestant Episcopal Church of Willows, California ",328500,6143,12/11/03,Religious ,Unavl
"Holy Virgin Cathedral Endowment Fund, LLC ",20053110154,19848,2/5/08,Charitable ,8-Jul
"Holy Virgin Community of San Francisco, The ",139394,18949,1/22/07,Religious ,3-Feb
Home at Last Animal Rescue ,2076212,17841,4/5/05,Charitable ,5-Apr
"Home At Last, Inc. ",1679369,21922,7/30/10,Charitable ,9-Aug
"Home Church, Inc. ",900583,6146,12/11/03,Religious ,Unavl
Home for Jewish Parents ,1886626,6147,12/11/03,Charitable ,Unavl
Home for the Aged of the Little Sisters of the Poor ,33556,6148,12/11/03,Charitable ,Unavl
Home Housing Corporation ,2131142,15874,12/11/03,Charitable ,Unavl
Home of Guiding Hands Corporation ,408145,6152,12/11/03,Charitable ,Unavl
"Home of Neighborly Service of San Bernardino, California, The ",293195,6175,12/11/03,Charitable ,Unavl
Home of Peace of Oakland ,235999,6153,12/11/03,Religious ,Unavl
Home on the Green Pastures ,1728602,6154,12/11/03,Charitable ,Unavl
Home Ownership for Personal Empowerment (H.O.P.E.) ,1743511,6155,12/11/03,Charitable ,Unavl
Home Ownership Made Easy ,1645188,18507,12/29/05,Charitable ,00-01
"Home Port, Inc. ",1585553,6157,12/11/03,Charitable ,Unavl
"Home Start, Inc. ",818013,6159,12/11/03,Charitable ,Unavl
